pinging DAFFE 3
PING 54.74.144.100 (54.74.144.100) 56(84) bytes of data.
64 bytes from 54.74.144.100: icmp_seq=1 ttl=29 time=98.5 ms
64 bytes from 54.74.144.100: icmp_seq=2 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=3 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=4 ttl=30 time=85.5 ms
64 bytes from 54.74.144.100: icmp_seq=5 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=6 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=7 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=8 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=9 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=10 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=11 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=12 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=13 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=14 ttl=28 time=98.2 ms
64 bytes from 54.74.144.100: icmp_seq=15 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=16 ttl=30 time=85.5 ms
64 bytes from 54.74.144.100: icmp_seq=17 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=18 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=19 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=20 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=21 ttl=30 time=85.5 ms
64 bytes from 54.74.144.100: icmp_seq=22 ttl=30 time=85.5 ms
64 bytes from 54.74.144.100: icmp_seq=23 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=24 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=25 ttl=30 time=85.5 ms
64 bytes from 54.74.144.100: icmp_seq=26 ttl=30 time=85.4 ms
64 bytes from 54.74.144.100: icmp_seq=27 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=28 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=29 ttl=28 time=98.4 ms
64 bytes from 54.74.144.100: icmp_seq=30 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=31 ttl=28 time=98.2 ms
64 bytes from 54.74.144.100: icmp_seq=32 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=33 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=34 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=35 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=36 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=37 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=38 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=39 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=40 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=41 ttl=28 time=98.2 ms
64 bytes from 54.74.144.100: icmp_seq=42 ttl=28 time=98.2 ms
64 bytes from 54.74.144.100: icmp_seq=43 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=44 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=45 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=46 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=47 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=48 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=49 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=50 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=51 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=52 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=53 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=54 ttl=29 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=55 ttl=30 time=88.4 ms
64 bytes from 54.74.144.100: icmp_seq=56 ttl=30 time=88.3 ms
64 bytes from 54.74.144.100: icmp_seq=57 ttl=30 time=88.3 ms
64 bytes from 54.74.144.100: icmp_seq=58 ttl=30 time=88.3 ms
64 bytes from 54.74.144.100: icmp_seq=59 ttl=30 time=88.3 ms
64 bytes from 54.74.144.100: icmp_seq=60 ttl=30 time=88.3 ms
64 bytes from 54.74.144.100: icmp_seq=61 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=62 ttl=28 time=98.2 ms
64 bytes from 54.74.144.100: icmp_seq=63 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=64 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=65 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=66 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=67 ttl=28 time=98.3 ms
64 bytes from 54.74.144.100: icmp_seq=68 ttl=30 time=88.3 ms
64 bytes from 54.74.144.100: icmp_seq=69 ttl=30 time=88.4 ms
64 bytes from 54.74.144.100: icmp_seq=70 ttl=30 time=88.3 ms
64 bytes from 54.74.144.100: icmp_seq=71 ttl=30 time=88.3 ms
